price,area,status,bhk,bathroom,age,location,builder
121,1790,Ready to move,3,2,4,Iyappanthangal,Prince Foundations Ltd
119,1760,Ready to move,3,,4,Iyappanthangal,Prince Foundations Ltd
115,1700,Ready to move,3,3,4,Iyappanthangal,Prince Foundations Ltd
117,1730,Ready to move,3,,4,Iyappanthangal,Prince Foundations Ltd
79.72,1000,Under Construction,2,,0,East Tambaram,DAC Promoters
75.04,972,Under Construction,2,,0,East Tambaram,DAC Promoters
57.35,730,Under Construction,2,,0,East Tambaram,DAC Promoters
63.27,811,Under Construction,2,,0,East Tambaram,DAC Promoters
93.27,1171,Under Construction,2,,0,East Tambaram,DAC Promoters
58.82,750,Under Construction,2,,0,East Tambaram,DAC Promoters
35.74,1030,Ready to move,2,,1,Padappai,Budget Housing And Properties
30.71,893,Ready to move,2,,1,Padappai,Budget Housing And Properties
28.1,810,Ready to move,2,,1,Padappai,Budget Housing And Properties
54.03,837,Under Construction,2,,0,Pallavaram,DAC Promoters
54.39,861,Under Construction,2,,0,Pallavaram,DAC Promoters
49.44,777,Under Construction,2,,0,Pallavaram,DAC Promoters
52.42,783,Under Construction,2,,0,Pallavaram,DAC Promoters
54.57,864,Under Construction,2,,0,Pallavaram,DAC Promoters
106,1405,Under Construction,3,,0,Selaiyur,DAC Promoters
58.44,919,Under Construction,2,,0,Pammal,DAC Promoters
84.17,1094,Under Construction,2,,0,Selaiyur,DAC Promoters
89.4,1414,Under Construction,3,,0,Pammal,DAC Promoters
70.64,909,Under Construction,2,,0,Selaiyur,DAC Promoters
62.41,988,Under Construction,2,,0,Pammal,DAC Promoters
131,1689,Under Construction,3,,0,Selaiyur,DAC Promoters
61.83,978,Under Construction,2,,0,Pammal,DAC Promoters
129,1656,Under Construction,3,,0,Selaiyur,DAC Promoters
80.6,1261,Under Construction,3,,0,Pammal,DAC Promoters
76.64,991,Under Construction,2,,0,Selaiyur,DAC Promoters
517,2348,Ready to move,3,,3,Alwarpet,Olympia Group
545,2476,Ready to move,3,,3,Alwarpet,Olympia Group
612,2781,Ready to move,4,,3,Alwarpet,Olympia Group
597,2713,Ready to move,4,,3,Alwarpet,Olympia Group
401,4729,Ready to move,4,,,Sholinganallur,Olympia Group
392,4623,Ready to move,4,,,Sholinganallur,Olympia Group
482,5677,Ready to move,5,,,Sholinganallur,Olympia Group
200,3700,Ready to move,3,,4,Thiruvidandhai,Olympia Group
64.59,1244,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
59.08,1143,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
64.59,1244,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
64.59,1244,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
59.08,1143,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
59.08,1143,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
70.09,1249,Under Construction,3,,0,Perumbakkam,Saradeuz Realty Constructions
70.09,1249,Under Construction,3,,0,Perumbakkam,Saradeuz Realty Constructions
59.41,1150,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
59.41,1150,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
64.02,1246,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
64.02,1246,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
70.67,1155,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
70.67,1155,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
58.77,1124,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
58.77,1124,Under Construction,3,3,0,Perumbakkam,Saradeuz Realty Constructions
80.47,1239,Under Construction,3,,0,Porur,SP Homes Pvt Ltd
62.09,956,Under Construction,2,,0,Porur,SP Homes Pvt Ltd
81.31,1252,Under Construction,3,,0,Porur,SP Homes Pvt Ltd
81.05,1248,Under Construction,2,,0,Porur,SP Homes Pvt Ltd
61.37,945,Under Construction,2,,0,Porur,SP Homes Pvt Ltd
70.99,1093,Under Construction,2,,0,Porur,SP Homes Pvt Ltd
61.18,942,Under Construction,2,,0,Porur,SP Homes Pvt Ltd
79.43,1223,Under Construction,2,,0,Porur,SP Homes Pvt Ltd
84.17,1296,Under Construction,3,,0,Porur,SP Homes Pvt Ltd
279,1571,Under Construction,3,,0,Kotturpuram,Appaswamy Real Estate
221,1245,Under Construction,2,,0,Kotturpuram,Appaswamy Real Estate
220,1238,Under Construction,2,,0,Kotturpuram,Appaswamy Real Estate
348,1976,Under Construction,3,,0,Kotturpuram,Appaswamy Real Estate
325,1842,Under Construction,3,,0,Kotturpuram,Appaswamy Real Estate
348,1979,Under Construction,3,,0,Kotturpuram,Appaswamy Real Estate
233,1313,Under Construction,2,,0,Kotturpuram,Appaswamy Real Estate
342,1951,Under Construction,3,,0,Kotturpuram,Appaswamy Real Estate
218,1225,Under Construction,2,,0,Kotturpuram,Appaswamy Real Estate
334,1894,Under Construction,3,,0,Kotturpuram,Appaswamy Real Estate
219,1233,Under Construction,2,,0,Kotturpuram,Appaswamy Real Estate
476,2737,Under Construction,4,,0,Kotturpuram,Appaswamy Real Estate
475,2729,Under Construction,4,,0,Kotturpuram,Appaswamy Real Estate
332,1877,Under Construction,3,,0,Kotturpuram,Appaswamy Real Estate
331,1874,Under Construction,3,,0,Kotturpuram,Appaswamy Real Estate
271,1521,Under Construction,3,,0,Kotturpuram,Appaswamy Real Estate
481,2765,Under Construction,4,,0,Kotturpuram,Appaswamy Real Estate
570,3289,Under Construction,4,,0,Kotturpuram,Appaswamy Real Estate
480,2758,Under Construction,4,,0,Kotturpuram,Appaswamy Real Estate
350,1987,Under Construction,3,,0,Kotturpuram,Appaswamy Real Estate
48.21,928,Ready to move,2,,1,Pammal,Bharathi Construction
40.59,743,Ready to move,2,,1,Pammal,Bharathi Construction
22.99,430,Ready to move,1,,1,Pammal,Bharathi Construction
45.03,830,Ready to move,2,,1,Pammal,Bharathi Construction
35.32,652,Ready to move,2,,1,Pammal,Bharathi Construction
35.32,652,Ready to move,2,,1,Pammal,Bharathi Construction
66.05,1216,Ready to move,3,,1,Pammal,Bharathi Construction
66.05,1216,Ready to move,3,,1,Pammal,Bharathi Construction
42.3,791,Ready to move,2,,1,Pammal,Bharathi Construction
42.3,791,Ready to move,2,,1,Pammal,Bharathi Construction
39.19,729,Ready to move,2,,1,Pammal,Bharathi Construction
39.19,729,Ready to move,2,,1,Pammal,Bharathi Construction
53.54,976,Ready to move,2,,1,Pammal,Bharathi Construction
53.54,976,Ready to move,2,,1,Pammal,Bharathi Construction
45.72,859,Ready to move,2,,1,Pammal,Bharathi Construction
45.72,859,Ready to move,2,,1,Pammal,Bharathi Construction
28.43,546,Ready to move,1,,1,Pammal,Bharathi Construction
28.43,546,Ready to move,1,,1,Pammal,Bharathi Construction
43.41,813,Ready to move,2,,1,Pammal,Bharathi Construction
43.41,813,Ready to move,2,,1,Pammal,Bharathi Construction
53.81,1145,Ready to move,3,,1,Pammal,Bharathi Construction
23.12,492,Ready to move,1,,1,Pammal,Bharathi Construction
47.23,1005,Ready to move,2,,1,Pammal,Bharathi Construction
39.48,840,Ready to move,2,,1,Pammal,Bharathi Construction
38.63,822,Ready to move,2,,1,Pammal,Bharathi Construction
52.36,952,Under Construction,2,,0,Pammal,Bharathi Construction
39.49,718,Under Construction,2,,0,Pammal,Bharathi Construction
35.86,652,Under Construction,2,,0,Pammal,Bharathi Construction
67.1,1220,Under Construction,3,,0,Pammal,Bharathi Construction
44,800,Under Construction,2,,0,Pammal,Bharathi Construction
40.05,890,Under Construction,2,,,Pammal,Bharathi Construction
38.25,850,Under Construction,2,,,Pammal,Bharathi Construction
56.02,1050,Under Construction,2,,0,Pammal,Bharathi Construction
46.84,905,Under Construction,2,,0,Pammal,Bharathi Construction
55.97,1049,Under Construction,2,,0,Pammal,Bharathi Construction
44.63,860,Under Construction,2,,0,Pammal,Bharathi Construction
45.37,875,Under Construction,2,,0,Pammal,Bharathi Construction
62.14,1170,Under Construction,3,,0,Pammal,Bharathi Construction
550,5879,Ready to move,5,,3,Kanathur Reddikuppam,Mayances Construction and Engineering Services
550,5765,Ready to move,5,,3,Kanathur Reddikuppam,Mayances Construction and Engineering Services
70,1112,Ready to move,2,,2,Velappanchavadi,Urban Tree Infrastructures
89,1414,Ready to move,3,3,2,Velappanchavadi,Urban Tree Infrastructures
69,1092,Ready to move,2,,2,Velappanchavadi,Urban Tree Infrastructures
85,1358,Ready to move,3,,2,Velappanchavadi,Urban Tree Infrastructures
59.29,1078,Under Construction,2,,0,Mugalivakkam,Karuppaswamy Builders
59.18,1076,Under Construction,2,,0,Mugalivakkam,Karuppaswamy Builders
86.51,1573,Under Construction,3,,0,Mugalivakkam,Karuppaswamy Builders
82.88,1507,Under Construction,3,,0,Mugalivakkam,Karuppaswamy Builders
86.73,1577,Under Construction,3,,0,Mugalivakkam,Karuppaswamy Builders
59.73,1086,Under Construction,2,,0,Mugalivakkam,Karuppaswamy Builders
57.86,1052,Under Construction,2,,0,Mugalivakkam,Karuppaswamy Builders
87.34,1588,Under Construction,3,,0,Mugalivakkam,Karuppaswamy Builders
62.59,1138,Under Construction,2,,0,Mugalivakkam,Karuppaswamy Builders
64.02,1164,Under Construction,2,,0,Mugalivakkam,Karuppaswamy Builders
40.84,1238,Ready to move,3,,3,Kelambakkam,Advaita Homes
41,1243,Ready to move,2,,3,Kelambakkam,Advaita Homes
40.94,1241,Ready to move,2,,3,Kelambakkam,Advaita Homes
32.99,1000,Ready to move,2,,3,Kelambakkam,Advaita Homes
22.96,696,Ready to move,1,,3,Kelambakkam,Advaita Homes
36.98,1121,Ready to move,2,,3,Kelambakkam,Advaita Homes
20.88,633,Ready to move,1,,3,Kelambakkam,Advaita Homes
41.27,1251,Ready to move,3,,3,Kelambakkam,Advaita Homes
36.75,1114,Ready to move,2,,3,Kelambakkam,Advaita Homes
40.31,1222,Ready to move,3,2,3,Kelambakkam,Advaita Homes
36.09,1094,Ready to move,2,,3,Kelambakkam,Advaita Homes
44.89,1361,Ready to move,3,3,3,Kelambakkam,Advaita Homes
32.89,997,Ready to move,2,,3,Kelambakkam,Advaita Homes
32.52,986,Ready to move,2,,3,Kelambakkam,Advaita Homes
30.21,916,Ready to move,2,,3,Kelambakkam,Advaita Homes
26.75,811,Ready to move,1,,3,Kelambakkam,Advaita Homes
44.63,1353,Ready to move,3,,3,Kelambakkam,Advaita Homes
32.26,978,Ready to move,2,,3,Kelambakkam,Advaita Homes
43.77,1327,Ready to move,3,,3,Kelambakkam,Advaita Homes
32.16,975,Ready to move,2,,3,Kelambakkam,Advaita Homes
25.79,782,Ready to move,1,,3,Kelambakkam,Advaita Homes
32.39,982,Ready to move,2,,3,Kelambakkam,Advaita Homes
32.33,980,Ready to move,2,,3,Kelambakkam,Advaita Homes
25.69,779,Ready to move,1,,3,Kelambakkam,Advaita Homes
34.4,1043,Ready to move,2,,3,Kelambakkam,Advaita Homes
34.73,1053,Ready to move,2,,3,Kelambakkam,Advaita Homes
32.03,971,Ready to move,2,,3,Kelambakkam,Advaita Homes
31.83,965,Ready to move,2,,3,Kelambakkam,Advaita Homes
26.65,808,Ready to move,1,,3,Kelambakkam,Advaita Homes
31.37,951,Ready to move,2,,3,Kelambakkam,Advaita Homes
29.19,885,Ready to move,2,,3,Kelambakkam,Advaita Homes
24.84,753,Ready to move,1,1,3,Kelambakkam,Advaita Homes
42.22,1280,Ready to move,3,,3,Kelambakkam,Advaita Homes
33.31,1010,Ready to move,2,,3,Kelambakkam,Advaita Homes
31.14,944,Ready to move,2,,3,Kelambakkam,Advaita Homes
26.75,811,Ready to move,2,,3,Kelambakkam,Advaita Homes
33.28,1009,Ready to move,2,,3,Kelambakkam,Advaita Homes
31.07,942,Ready to move,2,,3,Kelambakkam,Advaita Homes
37.08,1124,Ready to move,2,,3,Kelambakkam,Advaita Homes
31.27,948,Ready to move,2,,3,Kelambakkam,Advaita Homes
46.25,1402,Ready to move,3,,3,Kelambakkam,Advaita Homes
33.41,1013,Ready to move,2,,3,Kelambakkam,Advaita Homes
35.65,926,Under Construction,3,,0,Thirumullaivoyal,Swamaan Developers
39.73,1032,Under Construction,3,,0,Thirumullaivoyal,Swamaan Developers
33.3,865,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
36.53,949,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
33.88,880,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
48.39,1042,Under Construction,3,,0,Pammal,Merlin Group
49.83,1074,Under Construction,3,,0,Pammal,Merlin Group
42.81,918,Under Construction,2,,0,Pammal,Merlin Group
46.54,1001,Under Construction,3,,0,Pammal,Merlin Group
42.67,917,Under Construction,2,,0,Pammal,Merlin Group
46.72,1005,Under Construction,3,,0,Pammal,Merlin Group
43.21,927,Under Construction,2,,0,Pammal,Merlin Group
46.99,1011,Under Construction,3,,0,Pammal,Merlin Group
49.42,1065,Under Construction,3,,0,Pammal,Merlin Group
42.67,915,Under Construction,2,,0,Pammal,Merlin Group
29.55,788,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
33.11,883,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
33.11,883,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
29.66,791,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
29.66,791,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
29.21,779,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
29.21,779,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
34.53,921,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
34.53,921,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
31.72,846,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
31.72,846,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
30.15,804,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
30.15,804,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
30.15,804,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
30.03,801,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
30.15,804,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
30.03,801,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
30.3,808,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
30.3,808,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
34.68,925,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
34.68,925,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
31.46,839,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
28.98,773,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
31.46,839,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
28.98,773,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
30.97,826,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
30.97,826,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
31.16,831,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
31.16,831,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
29.55,788,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers
265,1450,Under Construction,3,,0,Anna Nagar,India Builders Limited
79.54,1473,Ready to move,3,,1,Poonamallee,Poojaa Foundation
54.1,1002,Ready to move,2,2,1,Poonamallee,Poojaa Foundation
76.57,1418,Ready to move,3,,1,Poonamallee,Poojaa Foundation
90.46,1508,Ready to move,3,,4,Kolapakkam,Poojaa Foundation
104,1745,Ready to move,3,,4,Kolapakkam,Poojaa Foundation
104,1745,Ready to move,3,,4,Kolapakkam,Poojaa Foundation
131,2185,Ready to move,4,,4,Kolapakkam,Poojaa Foundation
92.98,1550,Ready to move,3,,4,Kolapakkam,Poojaa Foundation
91.18,1520,Ready to move,2,,4,Kolapakkam,Poojaa Foundation
181,3024,Ready to move,5,,4,Kolapakkam,Poojaa Foundation
181,3024,Ready to move,5,,4,Kolapakkam,Poojaa Foundation
97,1617,Ready to move,2,,4,Kolapakkam,Poojaa Foundation
97,1617,Ready to move,2,,4,Kolapakkam,Poojaa Foundation
80.26,1338,Ready to move,2,,4,Kolapakkam,Poojaa Foundation
80.26,1338,Ready to move,2,,4,Kolapakkam,Poojaa Foundation
79.54,1473,Ready to move,3,,1,Poonamallee,Poojaa Foundation
54.1,1002,Ready to move,2,2,1,Poonamallee,Poojaa Foundation
76.57,1418,Ready to move,3,,1,Poonamallee,Poojaa Foundation
52.43,971,Ready to move,2,,1,Poonamallee,Poojaa Foundation
76.68,1420,Ready to move,3,3,1,Poonamallee,Poojaa Foundation
53.89,998,Ready to move,2,,1,Poonamallee,Poojaa Foundation
53.83,997,Ready to move,2,,1,Poonamallee,Poojaa Foundation
88.23,1634,Ready to move,3,3,1,Poonamallee,Poojaa Foundation
91.18,1520,Ready to move,2,,4,Kolapakkam,Poojaa Foundation
181,3024,Ready to move,5,,4,Kolapakkam,Poojaa Foundation
181,3024,Ready to move,5,,4,Kolapakkam,Poojaa Foundation
97,1617,Ready to move,2,,4,Kolapakkam,Poojaa Foundation
97,1617,Ready to move,2,,4,Kolapakkam,Poojaa Foundation
80.26,1338,Ready to move,2,,4,Kolapakkam,Poojaa Foundation
80.26,1338,Ready to move,2,,4,Kolapakkam,Poojaa Foundation
53.83,997,Ready to move,2,,1,Poonamallee,Poojaa Foundation
266,1540,Under Construction,3,,0,Anna Nagar,India Builders Limited
275,1520,Under Construction,3,,0,Anna Nagar,India Builders Limited
275,1525,Under Construction,3,,0,Anna Nagar,India Builders Limited
242,1400,Under Construction,3,,0,Kilpauk,India Builders Limited
264,1500,Under Construction,3,3,0,Anna Nagar,India Builders Limited
276,1450,Under Construction,3,,0,Besant Nagar,India Builders Limited
225,1240,Under Construction,2,,0,Anna Nagar,India Builders Limited
220,1215,Under Construction,2,,0,Anna Nagar,India Builders Limited
250,1375,Ready to move,3,3,,Anna Nagar,India Builders Limited
411,2230,Under Construction,4,4,0,Adyar,India Builders Limited
295,1520,Under Construction,3,,0,T Nagar,India Builders Limited
63.1,1242,Under Construction,2,2,0,Sholinganallur,Prestige Estates Projects Ltd
650,6023,Ready to move,4,,5,Sholinganallur,Prestige Estates Projects Ltd
130,1166,Ready to move,2,,5,Sholinganallur,Prestige Estates Projects Ltd
191,2474,Ready to move,4,,6,Iyappanthangal,Prestige Estates Projects Ltd
176,2277,Ready to move,4,,6,Iyappanthangal,Prestige Estates Projects Ltd
130,1800,Ready to move,3,,6,Iyappanthangal,Prestige Estates Projects Ltd
195,2533,Ready to move,4,,6,Iyappanthangal,Prestige Estates Projects Ltd
139,1938,Ready to move,3,,6,Iyappanthangal,Prestige Estates Projects Ltd
202,2621,Ready to move,4,,6,Iyappanthangal,Prestige Estates Projects Ltd
143,1990,Ready to move,3,,6,Iyappanthangal,Prestige Estates Projects Ltd
131,1825,Ready to move,3,,6,Iyappanthangal,Prestige Estates Projects Ltd
63.1,1242,Under Construction,2,2,0,Sholinganallur,Prestige Estates Projects Ltd
33.71,604,Under Construction,1,,0,Sholinganallur,Prestige Estates Projects Ltd
33.66,603,Under Construction,1,,0,Sholinganallur,Prestige Estates Projects Ltd
63.51,1250,Under Construction,2,2,0,Sholinganallur,Prestige Estates Projects Ltd
63.3,1246,Under Construction,2,2,0,Sholinganallur,Prestige Estates Projects Ltd
33.77,605,Under Construction,1,1,0,Sholinganallur,Prestige Estates Projects Ltd
33.44,599,Under Construction,1,1,0,Sholinganallur,Prestige Estates Projects Ltd
33.6,602,Under Construction,1,1,0,Sholinganallur,Prestige Estates Projects Ltd
88.75,1761,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
62.85,1237,Under Construction,2,2,0,Sholinganallur,Prestige Estates Projects Ltd
94.19,1869,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
77.54,1468,Under Construction,2,,0,Sholinganallur,Prestige Estates Projects Ltd
70.2,1329,Under Construction,2,2,0,Sholinganallur,Prestige Estates Projects Ltd
87.79,1742,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
68.64,1351,Under Construction,2,2,0,Sholinganallur,Prestige Estates Projects Ltd
88.04,1747,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
93.49,1855,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
80.23,1592,Under Construction,3,3,0,Sholinganallur,Prestige Estates Projects Ltd
92.43,1834,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
86.08,1708,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
79.38,1575,Under Construction,3,2,0,Sholinganallur,Prestige Estates Projects Ltd
91.87,1823,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
85.12,1689,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
90.77,1801,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
65.28,1285,Under Construction,2,,0,Sholinganallur,Prestige Estates Projects Ltd
63.96,1259,Under Construction,2,2,0,Sholinganallur,Prestige Estates Projects Ltd
64.52,1270,Under Construction,2,2,0,Sholinganallur,Prestige Estates Projects Ltd
64.47,1269,Under Construction,2,,0,Sholinganallur,Prestige Estates Projects Ltd
90.31,1792,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
83.66,1660,Under Construction,3,,0,Sholinganallur,Prestige Estates Projects Ltd
40,1047,Ready to move,2,2,4,Vellakkal,seller
42.43,943,Ready to move,2,2,4,Gerugambakkam,seller
46,900,Ready to move,2,2,,Avadi,seller
65,1600,Under Construction,3,2,,Kolathur,seller
135,1415,Ready to move,3,3,,Thiruvanmiyur,seller
220,1500,Ready to move,3,2,11,Anna Nagar,seller
48,1300,Ready to move,2,,,Madhavaram,seller
370,3600,Ready to move,3,3,,Periyar Nagar,seller
72,1400,Ready to move,3,2,7,Thoraipakkam OMR,seller
74,1100,Under Construction,3,3,,Nanmangalam,seller
45,909,Ready to move,2,2,3,Perumbakkam,seller
54,893,Ready to move,2,2,,Kolathur,seller
140,1270,Ready to move,3,2,13,Thiruvanmiyur,seller
72,1218,Under Construction,3,3,,Sembakkam,seller
65,919,Ready to move,2,2,,Madipakkam,seller
27,756,Ready to move,2,2,,Anakaputhur,seller
52.5,550,Ready to move,1,1,,Urapakkam,seller
63,1000,Ready to move,2,2,,Kovur,seller
54,1200,Ready to move,2,2,,Medavakkam,seller
163,1154,Ready to move,2,2,,Nungambakkam,seller
26,540,Ready to move,1,1,,Maduravoyal,seller
60,1066,Ready to move,2,2,,Velachery,seller
210,1381,Under Construction,3,3,,Adyar,seller
100,1735,Ready to move,3,3,7,Guduvancheri,seller
30.5,770,Ready to move,2,2,,Pammal,seller
36,827,Ready to move,2,2,,Urapakkam,seller
82,1900,Ready to move,3,3,,Kolapakkam,seller
210,2500,Ready to move,3,,,Sembakkam,seller
55,1050,Ready to move,1,2,9,Koyambedu,seller
75,850,Under Construction,2,2,,Korattur,seller
165,2280,Ready to move,4,3,5,Iyyappanthangal,seller
110,2740,Ready to move,4,2,,Kilpauk,seller
182,2640,Ready to move,4,4,,Madhavaram Milk Colony,seller
160,2700,Ready to move,4,3,,Kolathur,seller
220,1438,Ready to move,3,2,3,Jeth Nagar,seller
53,850,Under Construction,2,2,,Mangadu,seller
53,850,Under Construction,2,2,,Mangadu,seller
50,905,Ready to move,2,2,6,Singaperumal Koil,seller
325,1950,Ready to move,4,3,,T Nagar,seller
35,900,Ready to move,2,2,,Thirumullaivoyal,seller
28,502,Ready to move,1,1,9,Perungalathur,seller
69,1071,Ready to move,2,2,1,Madhanandapuram,seller
68.49,1343,Ready to move,3,4,2,Kandigai,seller
77,1560,Ready to move,2,2,,Navallur,seller
32,612,Ready to move,2,2,3,Veppampattu,seller
75,1456,Ready to move,3,3,,Porur,seller
230,2590,Ready to move,4,4,,Kundrathur,seller
41,600,Under Construction,2,2,,Mangadu,seller
45,1176,Under Construction,2,2,,Guduvancheri,seller
60.21,782,Under Construction,1,1,,Saidapet,seller
49.5,1000,Under Construction,2,2,,Medavakkam,seller
25,605,Ready to move,1,1,4,Thaiyur,seller
41.78,1045,Under Construction,2,,0,Perumbakkam,BSCPL Infrastructure Ltd
62.98,1575,Under Construction,3,,0,Perumbakkam,BSCPL Infrastructure Ltd
63.18,1580,Under Construction,3,,0,Perumbakkam,BSCPL Infrastructure Ltd
42.18,1055,Under Construction,2,,0,Perumbakkam,BSCPL Infrastructure Ltd
64.38,1610,Under Construction,3,,0,Perumbakkam,BSCPL Infrastructure Ltd
60.58,1515,Under Construction,3,,0,Perumbakkam,BSCPL Infrastructure Ltd
42.18,1055,Under Construction,2,,0,Sholinganallur,BSCPL Infrastructure Ltd
60.78,1520,Under Construction,3,,0,Perumbakkam,BSCPL Infrastructure Ltd
60.58,1515,Under Construction,3,,0,Sholinganallur,BSCPL Infrastructure Ltd
54.98,1375,Under Construction,2,,0,Perumbakkam,BSCPL Infrastructure Ltd
41.02,1026,Under Construction,2,,0,Sholinganallur,BSCPL Infrastructure Ltd
40.58,1015,Under Construction,2,,0,Perumbakkam,BSCPL Infrastructure Ltd
53.58,1340,Under Construction,2,,0,Sholinganallur,BSCPL Infrastructure Ltd
53.58,1340,Under Construction,2,,0,Perumbakkam,BSCPL Infrastructure Ltd
45,670,Ready to move,2,2,,Oragadam Village Ambattur Talu,seller
19.59,540,Ready to move,1,2,3,Veppampattu,seller
27,600,Under Construction,2,4,,Siruseri,seller
37,793,Under Construction,2,2,,Pattabiram,seller
65,1047,Ready to move,2,2,4,Perungalathur,seller
165,3000,Ready to move,6,4,,Madipakkam,seller
59.6,450,Ready to move,1,1,,T Nagar,seller
38,825,Ready to move,2,2,,Ambattur,seller
15,540,Ready to move,2,1,,Mahabalipuram,seller
35,840,Ready to move,2,2,5,Kelambakkam,seller
35,850,Ready to move,3,3,,Ayapakkam,seller
40,655,Ready to move,2,2,,Chitlapakkam,seller
48.5,1100,Ready to move,2,2,,Guduvancheri,seller
90,3408,Ready to move,5,5,,Puzhal,seller
100,1400,Ready to move,3,3,3,Washermanpet,seller
90,3408,Ready to move,5,5,,Puzhal,seller
65,1273,Under Construction,3,3,,Thiruverkadu,seller
29,506,Ready to move,2,1,,Mogappair,seller
28.5,736,Ready to move,2,2,4,Pozhichalur,seller
26,850,Ready to move,2,2,3,Veppampattu,seller
45,950,Under Construction,2,2,,Gerugambakkam,seller
15,450,Ready to move,1,1,,Mannur,seller
46,820,Under Construction,2,2,,Guduvancheri,seller
30,960,Ready to move,2,2,3,Veppampattu,seller
98,1253,Ready to move,3,2,,Virugambakkam,seller
83,997,Ready to move,2,,,Virugambakkam,seller
38,510,Ready to move,1,1,,West Mambalam,seller
135,1950,Ready to move,3,3,,Kattupakkam,seller
72,1957,Ready to move,3,3,6,Maraimalai Nagar,seller
40,1000,Under Construction,2,2,,Kolathur,seller
160,2300,Ready to move,4,4,,Chetpet,seller
137,1485,Ready to move,3,3,,Perungudi,seller
59,1430,Ready to move,3,2,,Sithalapakkam,seller
65,900,Ready to move,2,2,,Ramapuram,seller
65,900,Ready to move,2,2,,Ramapuram,seller
120,2400,Ready to move,5,4,,Virugambakkam,seller
45,917,Ready to move,2,2,,Thiruverkadu,seller
40,680,Ready to move,2,1,12,Alandur,seller
30,950,Under Construction,2,2,,Veppampattu,seller
19.5,600,Under Construction,1,1,,Red Hills,seller
45,580,Ready to move,1,1,4,Siruseri,seller
45,840,Ready to move,2,2,7,Singaperumal Koil,seller
145,1125,Ready to move,3,2,,K K Nagar,seller
40.7,760,Under Construction,2,2,,Kandigai,Pon Mariappan
